Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
MK,Indicateurs macro,76,Brésil,6181,Croissance annuelle aux prix de 2015,22015,Formation brute de capital fixe,2017,2017,%,-2.557356,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6129,Croissance annuelle US$,22015,Formation brute de capital fixe,2017,2017,%,7.768978,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6182,"Croissance annuelle US $, aux prix de 2015",22015,Formation brute de capital fixe,2017,2017,%,-2.557356,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6109,Valeur en devise locale,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,million LCU,302971,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6110,Valeur US $,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,Millions d’USD,94933.88541,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6183,"Valeur en devise locale, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,million LCU,280173.3337,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6184,"Valeur US $, aux prix du 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,Millions d’USD,84214.42323,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6103,Part du PIB US $,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,4.600592,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6187,"Part du PIB US$, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,4.768025,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6157,Part du PIB en devise locale,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,4.600592,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6186,"Part du PIB en devise locale, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,4.768025,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6155,Croissance annuelle en devise locale,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,-1.20135,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6181,Croissance annuelle aux prix de 2015,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,14.152386,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6129,Croissance annuelle US$,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,8.08366,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6182,"Croissance annuelle US $, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,14.152386,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6109,Valeur en devise locale,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,million LCU,706062,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6110,Valeur US $,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,Millions d’USD,221239.6863,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6183,"Valeur en devise locale, aux prix de 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,million LCU,614616.3882,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6184,"Valeur US $, aux prix du 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,Millions d’USD,184741.2241,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6103,Part du PIB US $,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,10.721498,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6187,"Part du PIB US$, aux prix de 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,10.459618,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6157,Part du PIB en devise locale,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,10.721498,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6186,"Part du PIB en devise locale, aux prix de 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,10.459618,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6155,Croissance annuelle en devise locale,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,4.410282,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6181,Croissance annuelle aux prix de 2015,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,2.309542,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6129,Croissance annuelle US$,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,14.222668,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6182,"Croissance annuelle US $, aux prix de 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,2.309542,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6189,"Ratio du valeur ajoutée (Agriculture, Sylviculture et Pêche) en devise locale",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,,2.330461,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6163,"Ratio du valeur ajoutée (Agriculture, Sylviculture et Pêche) US $",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,,2.330461,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6109,Valeur en devise locale,22076,"Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)",2017,2017,million LCU,161707.7949,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6110,Valeur US $,22076,"Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)",2017,2017,Millions d’USD,50670.02871,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6183,"Valeur en devise locale, aux prix de 2015",22076,"Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)",2017,2017,million LCU,140764.2117,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6184,"Valeur US $, aux prix du 2015",22076,"Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)",2017,2017,Millions d’USD,42310.86785,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6103,Part du PIB US $,22076,"Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)",2017,2017,%,2.455521,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6187,"Part du PIB US$, aux prix de 2015",22076,"Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)",2017,2017,%,2.395543,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6157,Part du PIB en devise locale,22076,"Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)",2017,2017,%,2.455521,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6186,"Part du PIB en devise locale, aux prix de 2015",22076,"Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)",2017,2017,%,2.395543,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6155,Croissance annuelle en devise locale,22076,"Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)",2017,2017,%,4.08406,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6181,Croissance annuelle aux prix de 2015,22076,"Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)",2017,2017,%,1.989884,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6129,Croissance annuelle US$,22076,"Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)",2017,2017,%,13.865788,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6182,"Croissance annuelle US $, aux prix de 2015",22076,"Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)",2017,2017,%,1.989884,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6190,Part du valeur ajoutée (industrie manufacturière) en devise locale,22076,"Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)",2017,2017,%,22.902776,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6143,Part du valeur ajoutée (industrie manufacturière) US $,22076,"Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)",2017,2017,%,22.902776,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6189,"Ratio du valeur ajoutée (Agriculture, Sylviculture et Pêche) en devise locale",22076,"Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)",2017,2017,,0.53374,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6163,"Ratio du valeur ajoutée (Agriculture, Sylviculture et Pêche) US $",22076,"Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)",2017,2017,,0.53374,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6109,Valeur en devise locale,22077,Valeur ajoutée (Fabrication de produits alimentaires et boissons),2017,2017,million LCU,158342.7948,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6110,Valeur US $,22077,Valeur ajoutée (Fabrication de produits alimentaires et boissons),2017,2017,Millions d’USD,49615.629,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6183,"Valeur en devise locale, aux prix de 2015",22077,Valeur ajoutée (Fabrication de produits alimentaires et boissons),2017,2017,million LCU,137835.0295,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6184,"Valeur US $, aux prix du 2015",22077,Valeur ajoutée (Fabrication de produits alimentaires et boissons),2017,2017,Millions d’USD,41430.41509,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6157,Part du PIB en devise locale,22077,Valeur ajoutée (Fabrication de produits alimentaires et boissons),2017,2017,%,2.404423,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6186,"Part du PIB en devise locale, aux prix de 2015",22077,Valeur ajoutée (Fabrication de produits alimentaires et boissons),2017,2017,%,2.345694,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6155,Croissance annuelle en devise locale,22077,Valeur ajoutée (Fabrication de produits alimentaires et boissons),2017,2017,%,4.209307,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6181,Croissance annuelle aux prix de 2015,22077,Valeur ajoutée (Fabrication de produits alimentaires et boissons),2017,2017,%,2.11261,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6129,Croissance annuelle US$,22077,Valeur ajoutée (Fabrication de produits alimentaires et boissons),2017,2017,%,14.002806,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6182,"Croissance annuelle US $, aux prix de 2015",22077,Valeur ajoutée (Fabrication de produits alimentaires et boissons),2017,2017,%,2.11261,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6190,Part du valeur ajoutée (industrie manufacturière) en devise locale,22077,Valeur ajoutée (Fabrication de produits alimentaires et boissons),2017,2017,%,22.426188,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6143,Part du valeur ajoutée (industrie manufacturière) US $,22077,Valeur ajoutée (Fabrication de produits alimentaires et boissons),2017,2017,%,22.426188,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6109,Valeur en devise locale,22078,Valeur ajoutée (Fabrication de produits à base de tabac),2017,2017,million LCU,3365.000119,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6110,Valeur US $,22078,Valeur ajoutée (Fabrication de produits à base de tabac),2017,2017,Millions d’USD,1054.399713,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6183,"Valeur en devise locale, aux prix de 2015",22078,Valeur ajoutée (Fabrication de produits à base de tabac),2017,2017,million LCU,2929.182167,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6184,"Valeur US $, aux prix du 2015",22078,Valeur ajoutée (Fabrication de produits à base de tabac),2017,2017,Millions d’USD,880.452766,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6157,Part du PIB en devise locale,22078,Valeur ajoutée (Fabrication de produits à base de tabac),2017,2017,%,0.051097,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6186,"Part du PIB en devise locale, aux prix de 2015",22078,Valeur ajoutée (Fabrication de produits à base de tabac),2017,2017,%,0.049849,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6155,Croissance annuelle en devise locale,22078,Valeur ajoutée (Fabrication de produits à base de tabac),2017,2017,%,-1.487353,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6181,Croissance annuelle aux prix de 2015,22078,Valeur ajoutée (Fabrication de produits à base de tabac),2017,2017,%,-3.469432,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6129,Croissance annuelle US$,22078,Valeur ajoutée (Fabrication de produits à base de tabac),2017,2017,%,7.770779,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6182,"Croissance annuelle US $, aux prix de 2015",22078,Valeur ajoutée (Fabrication de produits à base de tabac),2017,2017,%,-3.469432,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6190,Part du valeur ajoutée (industrie manufacturière) en devise locale,22078,Valeur ajoutée (Fabrication de produits à base de tabac),2017,2017,%,0.476587,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6143,Part du valeur ajoutée (industrie manufacturière) US $,22078,Valeur ajoutée (Fabrication de produits à base de tabac),2017,2017,%,0.476587,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6109,Valeur en devise locale,22011,Revenu national brut,2017,2017,million LCU,6462363,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6110,Valeur US $,22011,Revenu national brut,2017,2017,Millions d’USD,2024937.134,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6119,Valeur US $ par habitant,22011,Revenu national brut,2017,2017,US$,9711.697669,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6103,Part du PIB US $,22011,Revenu national brut,2017,2017,%,98.130493,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6155,Croissance annuelle en devise locale,22011,Revenu national brut,2017,2017,%,5.313297,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6129,Croissance annuelle US$,22011,Revenu national brut,2017,2017,%,15.210548,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,61290,Croissance annuelle US$ par habitant,22011,Revenu national brut,2017,2017,%,14.301383,X,Ciffre de sources internationales,
MK,Indicateurs macro,76,Brésil,6109,Valeur en devise locale,22071,"Production brute (Agriculture, Sylviculture et Pêche)",2017,2017,million LCU,540576,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6110,Valeur US $,22071,"Production brute (Agriculture, Sylviculture et Pêche)",2017,2017,Millions d’USD,169385.7829,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6155,Croissance annuelle en devise locale,22071,"Production brute (Agriculture, Sylviculture et Pêche)",2017,2017,%,0.325897,E,Valeur estimée,
MK,Indicateurs macro,76,Brésil,6129,Croissance annuelle US$,22071,"Production brute (Agriculture, Sylviculture et Pêche)",2017,2017,%,9.754437,E,Valeur estimée,
MK,Indicateurs macro,96,Brunéi Darussalam,6109,Valeur en devise locale,22008,Produit Intérieur Brut,2017,2017,million LCU,16747.6781,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6110,Valeur US $,22008,Produit Intérieur Brut,2017,2017,Millions d’USD,12128.16661,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6119,Valeur US $ par habitant,22008,Produit Intérieur Brut,2017,2017,US$,28186.94654,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6183,"Valeur en devise locale, aux prix de 2015",22008,Produit Intérieur Brut,2017,2017,million LCU,17567.85502,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6185,"Valeur US $ par habitant, aux prix du 2015",22008,Produit Intérieur Brut,2017,2017,US$,29695.94012,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6184,"Valeur US $, aux prix du 2015",22008,Produit Intérieur Brut,2017,2017,Millions d’USD,12777.45033,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6155,Croissance annuelle en devise locale,22008,Produit Intérieur Brut,2017,2017,%,6.349839,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6181,Croissance annuelle aux prix de 2015,22008,Produit Intérieur Brut,2017,2017,%,1.328751,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6129,Croissance annuelle US$,22008,Produit Intérieur Brut,2017,2017,%,6.384936,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,61290,Croissance annuelle US$ par habitant,22008,Produit Intérieur Brut,2017,2017,%,5.326219,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6182,"Croissance annuelle US $, aux prix de 2015",22008,Produit Intérieur Brut,2017,2017,%,1.328751,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,61820,"Croissance annuelle US $ par habitant, aux prix de 2015",22008,Produit Intérieur Brut,2017,2017,%,0.320353,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6109,Valeur en devise locale,22015,Formation brute de capital fixe,2017,2017,million LCU,5792.614532,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6110,Valeur US $,22015,Formation brute de capital fixe,2017,2017,Millions d’USD,4194.837857,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6183,"Valeur en devise locale, aux prix de 2015",22015,Formation brute de capital fixe,2017,2017,million LCU,5978.740923,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6184,"Valeur US $, aux prix du 2015",22015,Formation brute de capital fixe,2017,2017,Millions d’USD,4348.457172,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6103,Part du PIB US $,22015,Formation brute de capital fixe,2017,2017,%,34.587568,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6187,"Part du PIB US$, aux prix de 2015",22015,Formation brute de capital fixe,2017,2017,%,34.032276,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6157,Part du PIB en devise locale,22015,Formation brute de capital fixe,2017,2017,%,34.587568,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6186,"Part du PIB en devise locale, aux prix de 2015",22015,Formation brute de capital fixe,2017,2017,%,34.032276,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6155,Croissance annuelle en devise locale,22015,Formation brute de capital fixe,2017,2017,%,7.027796,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6181,Croissance annuelle aux prix de 2015,22015,Formation brute de capital fixe,2017,2017,%,8.09192,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6129,Croissance annuelle US$,22015,Formation brute de capital fixe,2017,2017,%,7.063117,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6182,"Croissance annuelle US $, aux prix de 2015",22015,Formation brute de capital fixe,2017,2017,%,8.09192,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6109,Valeur en devise locale,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,million LCU,181.955315,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6110,Valeur US $,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,Millions d’USD,131.766586,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6183,"Valeur en devise locale, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,million LCU,186.180748,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6184,"Valeur US $, aux prix du 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,Millions d’USD,135.412961,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6103,Part du PIB US $,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,1.086451,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6187,"Part du PIB US$, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,1.059781,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6157,Part du PIB en devise locale,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,1.086451,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6186,"Part du PIB en devise locale, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,1.059781,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6155,Croissance annuelle en devise locale,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,-4.005668,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6181,Croissance annuelle aux prix de 2015,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,-1.556546,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6129,Croissance annuelle US$,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,-3.973988,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6182,"Croissance annuelle US $, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,-1.556546,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6109,Valeur en devise locale,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,million LCU,2119.954692,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6110,Valeur US $,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,Millions d’USD,1535.20766,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6183,"Valeur en devise locale, aux prix de 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,million LCU,2796.16547,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6184,"Valeur US $, aux prix du 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,Millions d’USD,2033.706754,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6103,Part du PIB US $,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,12.658201,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6187,"Part du PIB US$, aux prix de 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,15.916374,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6157,Part du PIB en devise locale,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,12.658201,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6186,"Part du PIB en devise locale, aux prix de 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,15.916374,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6155,Croissance annuelle en devise locale,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,17.460852,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6181,Croissance annuelle aux prix de 2015,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,9.041541,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6129,Croissance annuelle US$,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,17.499616,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6182,"Croissance annuelle US $, aux prix de 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,9.041541,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6189,"Ratio du valeur ajoutée (Agriculture, Sylviculture et Pêche) en devise locale",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,,11.650963,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6163,"Ratio du valeur ajoutée (Agriculture, Sylviculture et Pêche) US $",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,,11.650963,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6109,Valeur en devise locale,22011,Revenu national brut,2017,2017,million LCU,17742.49935,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6110,Valeur US $,22011,Revenu national brut,2017,2017,Millions d’USD,12848.58634,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6119,Valeur US $ par habitant,22011,Revenu national brut,2017,2017,US$,29861.26658,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6103,Part du PIB US $,22011,Revenu national brut,2017,2017,%,105.940055,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6155,Croissance annuelle en devise locale,22011,Revenu national brut,2017,2017,%,4.97743,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6129,Croissance annuelle US$,22011,Revenu national brut,2017,2017,%,5.012074,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,61290,Croissance annuelle US$ par habitant,22011,Revenu national brut,2017,2017,%,3.96702,X,Ciffre de sources internationales,
MK,Indicateurs macro,96,Brunéi Darussalam,6109,Valeur en devise locale,22010,Valeur ajoutée (Agriculture),2017,2017,million LCU,90.110293,E,Valeur estimée,
MK,Indicateurs macro,96,Brunéi Darussalam,6110,Valeur US $,22010,Valeur ajoutée (Agriculture),2017,2017,Millions d’USD,65.255174,E,Valeur estimée,
MK,Indicateurs macro,96,Brunéi Darussalam,6183,"Valeur en devise locale, aux prix de 2015",22010,Valeur ajoutée (Agriculture),2017,2017,million LCU,92.202867,E,Valeur estimée,
MK,Indicateurs macro,96,Brunéi Darussalam,6184,"Valeur US $, aux prix du 2015",22010,Valeur ajoutée (Agriculture),2017,2017,Millions d’USD,67.060979,E,Valeur estimée,
MK,Indicateurs macro,96,Brunéi Darussalam,6103,Part du PIB US $,22010,Valeur ajoutée (Agriculture),2017,2017,%,0.538046,E,Valeur estimée,
MK,Indicateurs macro,96,Brunéi Darussalam,6157,Part du PIB en devise locale,22010,Valeur ajoutée (Agriculture),2017,2017,%,0.538046,E,Valeur estimée,
MK,Indicateurs macro,96,Brunéi Darussalam,6186,"Part du PIB en devise locale, aux prix de 2015",22010,Valeur ajoutée (Agriculture),2017,2017,%,0.524839,E,Valeur estimée,
MK,Indicateurs macro,96,Brunéi Darussalam,6155,Croissance annuelle en devise locale,22010,Valeur ajoutée (Agriculture),2017,2017,%,-0.388267,E,Valeur estimée,
MK,Indicateurs macro,96,Brunéi Darussalam,6181,Croissance annuelle aux prix de 2015,22010,Valeur ajoutée (Agriculture),2017,2017,%,2.153146,E,Valeur estimée,
MK,Indicateurs macro,96,Brunéi Darussalam,6129,Croissance annuelle US$,22010,Valeur ajoutée (Agriculture),2017,2017,%,-0.355394,E,Valeur estimée,
MK,Indicateurs macro,96,Brunéi Darussalam,6182,"Croissance annuelle US $, aux prix de 2015",22010,Valeur ajoutée (Agriculture),2017,2017,%,2.153146,E,Valeur estimée,
MK,Indicateurs macro,96,Brunéi Darussalam,6109,Valeur en devise locale,22071,"Production brute (Agriculture, Sylviculture et Pêche)",2017,2017,million LCU,309.126368,E,Valeur estimée,
